Transaction_ID,User_ID,Transaction_Date,Amount,Category,Payment_Method,Merchant_Name,Location,Income_Monthly,Savings_Contribution,Debt_or_Credit_Usage,Balance_After_Transaction,Transaction_Notes,extra_info
6286,1048781,5/27/2020,32156.25,Education,Debit Card,Target,New York,182233.32,29.65,Yes,4665.91,Shopping,null
7981,1049078,9/14/2020,82514.72,Bills,Credit card,Amazon,New York,146001.41,85.14,N/A,-7787.75,Lunch at Java,null
2502,1052079,10/5/2021,27906.25,Rent,Debit Card,"",Nairobi,135399.56,44.69,null,8747.57,Uber ride,random text
6950,1052079,10/23/2021,1399.0,Food,Bank Transfer,Walmart,London,148433.45,0.53,y,5172.96,Paid rent,null
5136,1049433,3/20/2021,4623.18,Transport,Crypto,Target,"",172813.85,32.81,N/A,-7748.57,Paid rent,random text
4436,1048781,6/30/2021,48879.6,Healthcare,Credit card,Starbucks,"",126238.43,65.47,N/A,-1785.75,Paid rent,random text
9983,1049078,11/27/2020,17874.7,Entertainment,Bank Transfer,Amazon,"",26338.74,41.29,"",8651.98,Paid rent,random text
8515,1052079,7/2/2020,63721.72,Education,Credit card,"",London,33654.96,30.27,null,-3341.5,Shopping,random text
6277,1049433,9/30/2021,41098.24,Bills,Crypto,Walmart,Nairobi,73646.44,41.61,N/A,7060.07,Shopping,null
4496,1048781,9/23/2021,41252.28,Food,M-Pesa,Amazon,Nairobi,173039.9,0.89,y,-2980.98,Lunch at Java,random text
8020,1052079,10/23/2021,4973.66,Food,Bank Transfer,Starbucks,London,107540.2,56.04,"",2586.37,Uber ride,null
3658,1049078,5/12/2020,84085.91,Education,Crypto,Starbucks,Tokyo,119621.67,90.68,n,3366.36,Paid rent,null
4293,1052079,11/16/2020,40615.09,Entertainment,cash,"",New York,196339.17,67.4,No,-4775.26,Uber ride,random text
6275,1048879,10/16/2021,90663.52,Rent,Debit Card,Starbucks,Nairobi,88738.52,91.19,null,-6425.23,Lunch at Java,null
8430,1049433,7/4/2020,30724.79,Bills,Debit Card,Amazon,"",178466.44,60.39,y,9847.09,Lunch at Java,null
7219,1048781,3/23/2020,60208.1,Rent,Crypto,Starbucks,Tokyo,162750.51,90.32,n,-4632.82,Shopping,null
5311,1048879,4/12/2021,79912.35,Transport,Crypto,Target,London,169208.12,87.18,N/A,-4141.6,Uber ride,random text
2458,1049433,2/8/2020,46180.32,Shopping,Credit card,Amazon,New York,191149.32,68.79,null,-4337.16,Paid rent,null
9028,1049078,3/24/2021,10065.24,Transport,PayPal,"","",145305.06,29.27,Yes,377.55,Lunch at Java,null
8876,1052079,10/25/2020,55811.04,Healthcare,Bank Transfer,Walmart,Tokyo,182361.58,14.22,"",4444.58,Shopping,null
5707,1048879,6/24/2020,42774.79,Healthcare,Crypto,Starbucks,London,75638.81,81.7,null,-4759.29,Shopping,random text
9493,1049078,12/9/2021,78804.64,Bills,Credit card,"",New York,56678.7,71.72,No,-7310.74,Uber ride,random text
3363,1049078,12/31/2020,34937.38,Entertainment,cash,Walmart,New York,129681.85,52.53,n,2950.02,Uber ride,random text
6919,1049078,5/21/2020,62671.98,Bills,M-Pesa,Walmart,Nairobi,82854.88,41.35,N/A,3508.97,Paid rent,null
8695,1048879,5/10/2020,99106.08,Rent,Debit Card,Walmart,Nairobi,64507.57,83.82,Yes,-4784.15,Shopping,null
7414,1052079,9/5/2021,20605.56,Education,Crypto,Amazon,"",29263.83,97.5,"",6160.61,Paid rent,null
7381,1049433,9/6/2020,473.04,Transport,Credit card,Target,Tokyo,76691.91,19.55,null,2369.99,Paid rent,random text
4711,1049433,7/18/2020,85197.33,Bills,Bank Transfer,Target,New York,155894.92,83.55,y,4080.26,Lunch at Java,random text
3237,1052079,7/20/2020,11688.53,Food,M-Pesa,Target,"",125824.73,71.13,Yes,4234.28,Lunch at Java,null
1283,1052079,2/27/2020,11504.17,Transport,Bank Transfer,Walmart,Tokyo,76306.29,9.77,null,-5747.43,Lunch at Java,random text
2433,1049078,11/13/2021,87742.52,Education,cash,Walmart,Tokyo,196736.98,3.36,n,-6896.58,Shopping,null
2665,1049433,7/12/2020,5040.36,Shopping,PayPal,Walmart,Tokyo,20906.13,82.83,Yes,7889.09,Uber ride,null
1653,1048879,4/11/2021,88274.52,Entertainment,cash,"",Nairobi,179259.09,76.62,"",1590.63,Uber ride,random text
1390,1049078,2/26/2020,85154.62,Others,Credit card,"",London,70829.9,47.49,null,6884.71,Shopping,null
2412,1048879,5/18/2020,36604.54,Shopping,Crypto,Target,Nairobi,43293.73,41.2,n,8224.1,Shopping,random text
7387,1048781,11/27/2020,60993.75,Healthcare,PayPal,Target,Nairobi,43932.23,94.62,y,-9921.31,Lunch at Java,random text
6457,1049433,8/10/2020,3505.09,Healthcare,Bank Transfer,Walmart,New York,185543.54,57.96,null,-8374.38,Uber ride,random text
2301,1048879,2/23/2021,9096.1,Food,Bank Transfer,Target,Tokyo,73572.86,39.98,n,-4537.49,Shopping,random text
1502,1052079,2/12/2021,42608.86,Bills,Credit card,Starbucks,Nairobi,45815.95,71.98,No,-9854.43,Uber ride,null
8594,1048879,8/13/2021,77181.65,Bills,PayPal,Amazon,Nairobi,77933.62,64.34,Yes,1175.22,Paid rent,random text
5749,1048781,6/13/2020,49432.9,Entertainment,PayPal,"",London,165831.02,99.86,y,9187.61,Lunch at Java,random text
3346,1048879,7/21/2021,64489.4,Rent,cash,Starbucks,Tokyo,181364.68,28.68,y,6296.23,Paid rent,random text
5364,1048781,3/4/2021,26982.82,Food,M-Pesa,Starbucks,Tokyo,126169.49,56.34,null,-563.35,Uber ride,random text
3833,1048781,8/11/2021,14496.22,Food,Debit Card,"",New York,95316.4,62.31,N/A,7732.15,Lunch at Java,random text
1889,1048879,12/10/2021,48576.04,Shopping,cash,"",Tokyo,110835.24,97.57,"",3307.31,Lunch at Java,null
2629,1048879,10/4/2021,16467.5,Rent,Debit Card,"",Tokyo,72323.47,43.96,n,-333.25,Uber ride,random text
7660,1049433,3/12/2020,21365.09,Bills,M-Pesa,Starbucks,London,69548.9,91.63,null,-2280.72,Paid rent,null
3775,1049433,1/30/2021,17406.74,Rent,PayPal,Walmart,New York,165162.01,85.23,y,166.47,Paid rent,random text
8922,1049433,9/20/2021,92952.25,Others,Bank Transfer,Target,London,177528.67,38.71,y,-6416.19,Lunch at Java,random text
4238,1048781,4/18/2020,3733.54,Others,Credit card,"",London,146148.2,84.88,n,7871.26,Uber ride,random text
8583,1052079,5/14/2020,56876.89,Education,Debit Card,"",New York,59953.16,72.4,y,6691.34,Uber ride,null
1828,1052079,3/26/2020,56266.94,Shopping,Crypto,Walmart,Nairobi,36522.31,89.44,n,9243.92,Lunch at Java,null
9622,1048879,6/28/2021,68662.02,Others,M-Pesa,Walmart,New York,122564.71,99.28,n,7943.47,Uber ride,random text
1868,1048879,4/25/2021,10622.65,Entertainment,Crypto,"",London,134586.57,34.37,null,2623.7,Uber ride,null
3893,1049433,3/11/2020,26505.52,Education,Crypto,Target,New York,71011.91,14.08,N/A,2897.81,Lunch at Java,null
3058,1049078,4/3/2021,54948.11,Education,Credit card,Starbucks,Nairobi,97714.19,13.61,y,9274.99,Lunch at Java,random text
7824,1049433,1/18/2020,55938.16,Bills,PayPal,Target,New York,104422.55,68.15,N/A,-3134.9,Lunch at Java,random text
5945,1049078,3/22/2021,83718.62,Shopping,PayPal,"",London,114784.41,19.76,Yes,3499.09,Paid rent,random text
9616,1049433,7/3/2021,65655.21,Food,PayPal,"",Nairobi,15869.53,4.14,N/A,-286.61,Lunch at Java,null
6587,1052079,9/2/2020,59842.94,Education,cash,Amazon,Tokyo,141490.53,39.22,"",375.33,Lunch at Java,random text
6258,1048781,6/28/2021,73438.48,Others,Bank Transfer,"","",53622.25,70.23,y,-4844.31,Shopping,null
9189,1049078,9/11/2020,95380.61,Bills,M-Pesa,"",Nairobi,191658.63,41.48,null,-4801.79,Uber ride,null
4044,1049078,3/26/2020,77667.08,Shopping,PayPal,Walmart,"",125070.2,44.39,No,-4686.14,Paid rent,null
7091,1052079,12/14/2020,3001.28,Others,Debit Card,Target,New York,18735.41,70.15,N/A,5248.99,Lunch at Java,null
1969,1048781,8/20/2021,28667.31,Healthcare,Debit Card,Amazon,"",83165.96,50.85,null,9895.81,Shopping,null
6639,1048879,10/2/2021,42610.61,Shopping,cash,Amazon,London,160147.2,65.46,n,-3243.81,Lunch at Java,random text
7007,1049078,1/21/2021,62548.42,Shopping,Debit Card,Amazon,London,26431.72,75.2,Yes,-4831.48,Shopping,null
9464,1052079,3/25/2020,94470.63,Education,Crypto,Target,Nairobi,130875.29,53.23,"",-2999.47,Uber ride,random text
6029,1048879,4/6/2020,7265.14,Bills,PayPal,Amazon,"",66890.06,82.82,N/A,-1116.33,Uber ride,random text
6149,1048781,7/20/2021,72383.94,Others,cash,Walmart,London,59690.93,81.66,null,-8407.35,Uber ride,random text
2174,1048879,12/4/2020,25409.52,Rent,PayPal,Starbucks,Nairobi,90290.26,8.9,"",5618.92,Paid rent,null
1407,1048879,10/22/2021,56874.43,Shopping,M-Pesa,Amazon,Tokyo,164913.32,30.04,y,9440.81,Uber ride,null
1734,1052079,8/28/2020,10569.39,Shopping,Crypto,Walmart,"",192013.28,37.64,n,8661.97,Uber ride,null
5076,1049433,6/24/2020,62454.15,Bills,PayPal,"",Nairobi,117520.49,33.18,n,9888.63,Lunch at Java,null
6555,1049078,3/19/2020,72864.7,Food,M-Pesa,Target,"",168382.69,5.75,No,-2265.92,Paid rent,random text
8287,1049433,6/26/2021,28738.36,Education,M-Pesa,Target,Nairobi,176153.91,12.08,Yes,-5821.18,Uber ride,random text
9445,1048781,2/14/2021,28617.88,Transport,cash,Amazon,Tokyo,40882.22,24.42,y,-6022.13,Shopping,random text
1631,1049433,10/10/2021,78148.74,Shopping,Credit card,"",Tokyo,108494.51,1.14,null,-551.06,Paid rent,null
9320,1048781,3/14/2021,55010.54,Education,PayPal,"",London,169277.66,40.12,y,2412.82,Lunch at Java,null
6624,1049433,9/20/2020,67856.83,Transport,cash,"",Nairobi,164505.92,75.7,N/A,-9599.38,Shopping,random text
9472,1049433,9/25/2020,30142.3,Transport,Crypto,Amazon,Tokyo,123328.31,48.85,No,6077.02,Lunch at Java,random text
5772,1052079,3/5/2021,88219.22,Healthcare,cash,"",Tokyo,167742.29,5.34,y,2407.6,Shopping,random text
2411,1048879,6/7/2020,97729.66,Rent,M-Pesa,"",London,22925.46,5.65,null,2591.27,Uber ride,random text
1054,1048781,5/14/2020,6089.21,Education,Debit Card,Amazon,London,106005.04,73.0,No,-1695.84,Uber ride,null
8321,1049078,4/23/2020,74943.17,Healthcare,PayPal,Target,Nairobi,39279.56,95.91,y,2766.13,Paid rent,null
1558,1048879,1/13/2021,1089.97,Food,Debit Card,Walmart,Tokyo,185869.66,90.41,"",9834.41,Lunch at Java,random text
1475,1052079,2/23/2021,64282.59,Others,Credit card,"",London,33297.49,57.91,No,-4958.23,Paid rent,random text
9561,1049078,8/22/2021,29848.37,Shopping,M-Pesa,Amazon,"",133893.57,42.68,No,105.04,Uber ride,random text
3532,1052079,6/7/2021,22474.13,Transport,PayPal,Target,London,151913.2,48.92,Yes,-9003.37,Paid rent,null
7816,1048781,9/22/2021,31504.04,Bills,PayPal,Amazon,Tokyo,17424.85,72.69,No,9007.08,Uber ride,random text
2317,1052079,9/2/2020,15590.04,Shopping,PayPal,Amazon,Nairobi,161454.41,72.85,n,916.74,Lunch at Java,null
9231,1049433,7/30/2021,19118.0,Bills,Crypto,Amazon,Nairobi,112919.09,82.83,N/A,-5553.46,Paid rent,null
3649,1049433,6/19/2021,94615.15,Healthcare,Debit Card,Amazon,Nairobi,74749.92,13.42,No,1001.03,Lunch at Java,null
6683,1052079,7/17/2020,13868.83,Healthcare,Bank Transfer,Walmart,"",107172.82,39.56,n,9039.67,Paid rent,null
5491,1049078,1/14/2020,70822.94,Others,Crypto,Walmart,New York,147687.88,90.73,n,6638.87,Lunch at Java,random text
3864,1052079,2/23/2020,74171.01,Bills,Credit card,Walmart,New York,145317.18,48.0,"",4914.33,Shopping,null
7980,1048781,5/1/2021,25673.99,Education,Crypto,Walmart,London,59724.86,97.1,Yes,4018.83,Paid rent,null
4231,1049078,8/9/2020,61041.64,Education,Crypto,Walmart,"",66594.47,47.63,n,7859.3,Shopping,null
9074,1049433,12/8/2021,18086.48,Shopping,Credit card,Starbucks,New York,79070.46,18.47,"",-2426.82,Paid rent,random text
8476,1048879,7/2/2021,16015.18,Shopping,M-Pesa,Starbucks,London,175494.12,5.7,null,521.23,Shopping,null
5849,1052079,3/29/2020,81002.28,Food,Crypto,Target,Tokyo,57167.95,40.95,Yes,-8051.16,Paid rent,null
3372,1049433,9/27/2021,73054.22,Shopping,Credit card,"",Nairobi,157720.34,14.26,Yes,-4426.12,Uber ride,null
6150,1049433,10/20/2020,45170.33,Education,Bank Transfer,Amazon,Tokyo,45105.58,93.22,"",8495.11,Uber ride,random text
7734,1049433,3/19/2020,45030.0,Transport,PayPal,"",London,39187.4,67.58,N/A,-2558.0,Shopping,null
1820,1052079,3/28/2020,47744.8,Shopping,Crypto,Amazon,Nairobi,87470.13,29.06,Yes,8065.62,Shopping,null
3269,1049433,6/11/2021,15732.29,Shopping,cash,Target,Tokyo,108896.19,14.5,n,3318.62,Uber ride,null
1848,1049078,9/9/2020,49073.35,Rent,Bank Transfer,Target,London,143607.83,94.3,No,4971.99,Lunch at Java,null
5562,1052079,10/17/2021,80097.26,Education,cash,"",Tokyo,185762.06,87.17,No,-9349.99,Uber ride,random text
5058,1048781,7/18/2020,45573.45,Transport,M-Pesa,Amazon,London,185558.13,28.85,n,5303.5,Shopping,random text
8197,1048781,1/31/2020,72101.1,Entertainment,Debit Card,Walmart,Nairobi,83886.82,80.54,"",4417.86,Uber ride,random text
2632,1048781,4/4/2020,34080.73,Food,Debit Card,Amazon,London,71811.13,16.58,Yes,7293.08,Paid rent,random text
4169,1048781,9/1/2020,28969.88,Healthcare,Credit card,Amazon,"",95544.44,38.37,No,-3692.13,Shopping,null
4541,1048879,1/30/2020,93363.36,Transport,Debit Card,"","",179140.58,24.12,N/A,-1511.01,Paid rent,null
7048,1052079,1/8/2020,53676.07,Education,Bank Transfer,Walmart,London,131729.48,14.29,n,9888.48,Shopping,null
5479,1052079,1/4/2021,20366.01,Shopping,Bank Transfer,Starbucks,New York,15568.07,75.9,N/A,-8324.9,Shopping,null
9883,1049433,2/26/2021,78123.57,Transport,Debit Card,Amazon,New York,75987.88,90.16,No,9699.09,Shopping,null
6834,1049078,9/27/2020,60195.91,Transport,Crypto,"","",164183.89,55.87,n,2182.16,Paid rent,null
2921,1049078,4/17/2021,17727.78,Education,cash,Amazon,"",51801.34,39.48,"",1332.22,Lunch at Java,null
9609,1048781,12/21/2020,86515.88,Shopping,Bank Transfer,Starbucks,New York,178190.94,82.37,y,1253.42,Lunch at Java,random text
1916,1049433,7/29/2020,71393.67,Healthcare,Bank Transfer,Starbucks,New York,65084.6,32.27,Yes,-1949.3,Shopping,null
5145,1049078,3/7/2020,48469.35,Bills,Crypto,Target,London,16124.18,9.98,y,1652.83,Shopping,random text
5192,1048781,7/12/2020,48208.97,Shopping,Crypto,"","",195150.14,76.69,Yes,688.69,Lunch at Java,random text
9639,1052079,5/12/2020,64754.94,Rent,Debit Card,Target,"",177314.15,51.42,Yes,4626.95,Uber ride,random text
2192,1048781,5/1/2021,9077.94,Education,Crypto,Target,New York,151814.45,6.77,n,-9095.86,Uber ride,random text
2673,1052079,1/10/2021,82191.31,Shopping,Credit card,Walmart,Tokyo,179769.47,45.81,null,-2829.79,Lunch at Java,random text
4384,1048879,6/15/2020,56046.05,Bills,Crypto,Amazon,Nairobi,108266.81,1.47,null,8772.87,Lunch at Java,random text
9421,1048879,7/2/2021,57782.17,Entertainment,Debit Card,Starbucks,London,51822.56,14.45,Yes,9437.54,Lunch at Java,random text
1620,1049078,4/13/2021,87986.72,Entertainment,Credit card,Walmart,London,169739.94,17.91,N/A,4590.97,Lunch at Java,random text
2311,1049078,1/10/2021,83509.57,Healthcare,Credit card,Target,"",101612.84,45.07,y,-3676.05,Paid rent,null
3672,1049433,6/18/2021,31020.1,Others,Crypto,Starbucks,"",136235.73,55.62,No,-8721.91,Shopping,random text
9593,1049078,5/30/2021,84136.75,Transport,cash,Target,Tokyo,128828.9,21.49,"",-3264.9,Uber ride,null
4544,1048781,7/8/2021,23229.34,Entertainment,Crypto,"",New York,15094.2,60.23,No,1651.23,Paid rent,null
9495,1052079,5/20/2020,16682.45,Food,Credit card,Amazon,"",45978.34,4.19,y,-1829.71,Shopping,random text
1938,1048781,3/4/2020,22849.51,Others,cash,Walmart,Tokyo,161695.79,73.89,N/A,2678.17,Lunch at Java,null
2893,1048879,1/3/2021,80244.31,Bills,M-Pesa,Amazon,Nairobi,36950.02,90.52,"",-5079.85,Shopping,random text
6440,1049078,10/14/2020,3589.97,Shopping,Credit card,Starbucks,London,93480.6,33.52,Yes,2810.77,Lunch at Java,null
7776,1048879,2/8/2021,94842.96,Entertainment,Bank Transfer,Walmart,Nairobi,117958.39,84.06,null,7165.72,Paid rent,random text
5594,1048879,1/13/2020,39750.96,Transport,Bank Transfer,Target,Nairobi,27056.56,59.45,"",-9079.52,Uber ride,null
6382,1049078,1/22/2020,18960.33,Education,cash,"",London,51171.5,80.87,Yes,9733.25,Uber ride,null
2053,1049433,7/11/2021,17390.23,Education,PayPal,Amazon,Tokyo,63815.56,47.44,n,-8555.12,Uber ride,null
1968,1048781,10/14/2021,45109.88,Shopping,Bank Transfer,Starbucks,Tokyo,87427.33,69.24,null,-1528.42,Shopping,null
8341,1052079,10/14/2020,87124.86,Shopping,Crypto,Target,Nairobi,31386.85,20.63,"",-3117.39,Uber ride,null
5355,1049433,9/1/2021,134.39,Others,PayPal,Starbucks,Nairobi,160053.21,23.73,Yes,7370.06,Lunch at Java,random text
3894,1052079,2/23/2020,45774.73,Rent,M-Pesa,Amazon,Nairobi,46851.75,40.96,null,8336.16,Uber ride,random text
3964,1052079,5/29/2021,4108.03,Transport,cash,Starbucks,Nairobi,128816.09,85.42,No,6803.64,Uber ride,null
9096,1049078,8/4/2020,14803.71,Education,Credit card,Amazon,Tokyo,67059.29,51.67,Yes,-8871.64,Uber ride,random text
7199,1049078,2/17/2021,96469.31,Transport,M-Pesa,Target,"",15115.25,2.55,n,6762.7,Lunch at Java,null
9160,1052079,4/1/2021,21265.51,Bills,Bank Transfer,Starbucks,Nairobi,85276.04,47.24,null,3781.28,Uber ride,random text
9871,1048781,3/4/2021,62705.51,Rent,Bank Transfer,Walmart,New York,16968.1,45.4,y,-9345.14,Shopping,null
4037,1048781,7/1/2020,52344.17,Bills,cash,Starbucks,"",60885.18,54.21,n,-5615.62,Paid rent,null
1789,1048781,11/19/2020,86824.85,Education,Bank Transfer,Amazon,"",51676.21,88.2,y,-1593.89,Lunch at Java,random text
2428,1052079,10/1/2020,51900.01,Rent,M-Pesa,Walmart,Tokyo,14972.64,98.08,y,-5082.7,Shopping,random text
8468,1049078,7/23/2020,26545.69,Healthcare,Bank Transfer,"",Tokyo,101403.47,2.99,null,-3438.18,Uber ride,random text
2394,1048879,8/15/2020,54788.56,Healthcare,M-Pesa,Starbucks,Tokyo,68635.24,77.82,y,-3967.41,Uber ride,null
5892,1049078,12/23/2021,41390.91,Education,Crypto,Starbucks,London,64405.88,29.13,"",-1184.72,Shopping,random text
4367,1049078,6/2/2020,45711.05,Healthcare,cash,Starbucks,Tokyo,88836.69,37.17,Yes,1775.69,Paid rent,null
8889,1048781,6/1/2020,44105.94,Others,Bank Transfer,"",Tokyo,130707.55,91.83,n,-6109.16,Paid rent,null
9530,1052079,1/1/2021,8491.87,Education,cash,Walmart,"",195473.58,67.29,n,-9718.93,Uber ride,null
4328,1052079,9/24/2020,52354.64,Shopping,Debit Card,Starbucks,Nairobi,79372.35,40.75,No,2441.44,Lunch at Java,random text
6853,1049433,11/22/2020,6190.47,Transport,Crypto,Amazon,London,50773.09,64.81,N/A,-2282.55,Lunch at Java,null
4384,1049433,2/28/2020,88614.49,Shopping,Credit card,Starbucks,London,144786.82,87.81,y,-9313.83,Lunch at Java,null
7624,1049078,11/14/2020,89687.79,Shopping,Credit card,"","",90348.31,76.25,null,3000.57,Paid rent,null
7495,1048781,9/1/2021,51739.61,Shopping,Credit card,Starbucks,New York,199306.49,43.3,N/A,2881.7,Paid rent,random text
3796,1048879,11/27/2021,46665.82,Healthcare,Debit Card,"","",186000.5,27.14,n,4580.93,Lunch at Java,null
5148,1048879,12/24/2020,11363.96,Education,Bank Transfer,Amazon,Tokyo,155461.89,81.08,"",3093.99,Paid rent,random text
6170,1052079,7/8/2021,31781.51,Education,cash,Starbucks,"",26097.47,87.54,Yes,6836.09,Lunch at Java,random text
8680,1048879,2/14/2020,47512.49,Healthcare,cash,Target,Tokyo,152272.09,10.28,y,-7556.68,Uber ride,null
7153,1048879,9/20/2020,35963.59,Shopping,Crypto,Starbucks,London,167324.08,69.59,No,-8187.99,Uber ride,random text
9875,1048781,9/27/2020,21688.16,Others,PayPal,"",Tokyo,134875.51,81.26,null,2755.18,Lunch at Java,null
3775,1049078,10/23/2021,65715.66,Others,M-Pesa,Amazon,Nairobi,129030.31,4.96,"",472.0,Uber ride,null
9339,1048879,7/22/2020,46884.65,Entertainment,PayPal,Amazon,"",89150.71,86.57,"",8668.31,Uber ride,null
1881,1048879,4/22/2021,46168.79,Rent,M-Pesa,Starbucks,"",185126.39,81.51,Yes,7434.84,Shopping,random text
3203,1049078,9/25/2021,64795.59,Education,PayPal,"",Tokyo,56300.09,54.27,No,-6014.02,Uber ride,random text
4573,1049078,7/14/2021,39445.6,Rent,Crypto,Amazon,"",30843.32,63.76,No,2478.25,Uber ride,null
2920,1049078,2/10/2021,22673.91,Others,Credit card,Walmart,Nairobi,105323.24,22.49,N/A,7974.96,Shopping,random text
1364,1049078,4/9/2021,55484.72,Healthcare,Credit card,"",Nairobi,17371.79,69.31,No,-6808.87,Paid rent,null
7378,1052079,1/7/2020,99058.87,Others,Credit card,Target,Nairobi,75504.47,84.91,"",-7964.52,Lunch at Java,null
7162,1048879,7/24/2020,62401.88,Food,Bank Transfer,Walmart,London,171489.67,60.44,"",7820.8,Uber ride,null
8048,1052079,3/13/2021,15459.76,Shopping,Credit card,"",New York,173493.39,71.73,null,-6937.46,Shopping,null
6844,1048781,2/18/2020,88052.79,Shopping,cash,Target,"",178748.32,80.95,Yes,8698.6,Lunch at Java,random text
4816,1052079,2/7/2020,65139.37,Others,cash,"","",72274.41,30.76,null,-9618.98,Lunch at Java,null
2788,1048879,4/11/2020,75301.79,Shopping,M-Pesa,Walmart,Nairobi,16051.84,31.99,No,2027.11,Paid rent,random text
5235,1048781,3/26/2020,50416.69,Entertainment,cash,Starbucks,Tokyo,181092.67,98.32,null,6775.92,Lunch at Java,random text
4984,1048879,2/5/2021,17122.37,Shopping,Crypto,Amazon,Nairobi,85041.25,41.13,n,-3378.55,Shopping,random text
2021,1052079,3/22/2020,28109.93,Entertainment,Debit Card,Amazon,New York,137955.44,67.47,N/A,-5384.58,Uber ride,random text
2187,1052079,3/9/2021,89416.37,Rent,Bank Transfer,"",London,28107.73,34.69,Yes,-7602.35,Paid rent,null
5102,1049078,11/15/2021,97748.05,Food,Debit Card,"",London,125342.84,13.15,y,-3285.79,Uber ride,random text
7582,1048781,7/3/2020,76606.48,Healthcare,M-Pesa,"",Nairobi,176746.49,27.09,N/A,-9132.91,Shopping,random text
9017,1049433,3/30/2020,66325.32,Food,PayPal,Starbucks,"",73633.65,51.56,null,2148.71,Paid rent,random text
9003,1052079,9/23/2021,94298.95,Healthcare,cash,"",London,12108.31,88.83,N/A,-2639.03,Uber ride,random text
1897,1052079,5/7/2021,99159.25,Bills,Bank Transfer,Starbucks,London,111502.63,36.95,n,-2392.05,Lunch at Java,random text
4495,1049433,10/19/2021,56200.39,Shopping,M-Pesa,Target,Nairobi,46285.05,33.28,N/A,-7790.35,Paid rent,null
7867,1049078,7/23/2021,94187.02,Entertainment,Credit card,"",Nairobi,171149.55,70.27,"",-4050.05,Lunch at Java,null
6124,1049078,4/27/2020,7241.48,Food,Credit card,"",Tokyo,150191.46,93.64,N/A,8150.6,Lunch at Java,random text
4293,1048781,12/6/2020,7488.67,Healthcare,Debit Card,Walmart,Nairobi,116502.71,30.97,n,-6190.35,Paid rent,random text
2159,1049078,11/18/2020,69888.44,Others,Bank Transfer,"",New York,94892.1,79.44,y,7196.35,Paid rent,null
1270,1048781,7/8/2021,27038.85,Others,cash,Amazon,London,127996.6,55.95,y,-4210.77,Uber ride,random text
6431,1048781,12/3/2020,3623.36,Others,M-Pesa,Target,Nairobi,150640.16,50.51,N/A,-8242.82,Paid rent,random text
8905,1049433,4/24/2021,75853.63,Rent,Debit Card,Walmart,"",150682.94,98.51,Yes,4877.44,Paid rent,null
5462,1048781,12/23/2021,2607.22,Transport,Crypto,Target,"",113523.49,33.63,No,-4321.15,Uber ride,null
9374,1048781,11/25/2021,29373.33,Shopping,Credit card,"","",165036.63,45.87,"",3910.45,Paid rent,null
4278,1049078,11/3/2020,19511.2,Transport,PayPal,Starbucks,Nairobi,47847.78,24.86,N/A,-7618.99,Lunch at Java,random text
8344,1048781,9/16/2020,18717.08,Transport,Bank Transfer,"",New York,196926.54,18.51,null,-3529.63,Paid rent,random text
5037,1052079,10/23/2020,50027.36,Transport,PayPal,Amazon,Nairobi,73543.84,6.14,N/A,-7423.47,Shopping,null
1574,1052079,5/18/2020,41904.16,Healthcare,Crypto,Amazon,Nairobi,55883.22,50.41,N/A,-9341.66,Uber ride,random text
8649,1052079,5/18/2020,5293.37,Transport,Credit card,Starbucks,New York,197649.52,62.03,"",-8555.6,Lunch at Java,null
2381,1052079,12/30/2021,80374.5,Others,Crypto,Walmart,London,10219.51,81.99,No,-3048.56,Uber ride,null
8447,1049433,2/24/2020,12056.79,Transport,Crypto,Target,Tokyo,29305.17,91.36,n,4307.18,Paid rent,random text
9201,1049078,4/28/2020,10814.63,Entertainment,cash,Target,New York,75818.17,41.2,N/A,-5274.12,Paid rent,random text
6803,1049433,6/30/2021,29416.36,Transport,PayPal,Amazon,New York,170358.0,0.83,Yes,9661.79,Paid rent,null
3501,1049433,9/21/2020,82554.01,Rent,cash,"",Tokyo,145304.84,74.01,Yes,-8137.68,Uber ride,null
6280,1048879,3/18/2020,98768.53,Shopping,cash,Amazon,Tokyo,49648.73,88.6,No,7760.51,Lunch at Java,null
8440,1048781,6/25/2021,57542.93,Healthcare,Bank Transfer,Starbucks,New York,161437.03,70.68,y,-2801.74,Paid rent,random text
2038,1052079,7/23/2020,46786.68,Others,Bank Transfer,Starbucks,Tokyo,76879.54,44.14,"",-684.5,Uber ride,null
8685,1048879,5/5/2021,38674.36,Shopping,Bank Transfer,"",London,59604.98,27.6,"",-3125.41,Paid rent,random text
7361,1049433,10/14/2020,26821.51,Rent,M-Pesa,"",London,22876.94,40.19,Yes,-8994.8,Uber ride,random text
3327,1049078,9/22/2020,14559.35,Food,Crypto,"","",19686.08,50.14,N/A,6715.33,Lunch at Java,null
8179,1049078,2/10/2020,28761.47,Transport,Bank Transfer,Amazon,"",19240.96,78.67,No,-5476.01,Lunch at Java,null
7512,1048781,8/23/2020,93774.78,Shopping,Crypto,Target,"",162356.13,38.3,"",277.06,Shopping,random text
6619,1052079,7/14/2021,80833.02,Entertainment,Bank Transfer,Starbucks,Tokyo,83703.64,30.08,N/A,-1808.63,Lunch at Java,random text
4612,1048879,12/31/2020,51670.91,Bills,cash,"",Tokyo,140045.57,62.39,Yes,-2127.7,Uber ride,null
9832,1049078,7/18/2021,86003.54,Food,cash,"",New York,57224.04,18.65,Yes,-1588.87,Lunch at Java,random text
